periodid,periodname,periodcode,categoryoptioncomboid,categoryoptioncomboname,Clinics -2017_HIV_Clients receiving HIV test results (at PITC),Clinics HIV_Clients receiving HIV test results (at PITC),Clinics -2017_HIV_Clients receiving HIV test results (at VCT),Clinics HIV_Clients receiving HIV test results (at VCT),Clinics -2017_HIV_Clients testing positive for HIV (at PITC),Clinics HIV_Clients testing positive for HIV (at PITC),Clinics -2017_HIV_Clients testing positive for HIV (at VCT),Clinics HIV_Clients testing positive for HIV (at VCT),Health Centers -2017_HIV_Clients receiving HIV test results (at PITC),Health Centers HIV_Clients receiving HIV test results (at PITC),Health Centers -2017_HIV_Clients receiving HIV test results (at VCT),Health Centers HIV_Clients receiving HIV test results (at VCT),Health Centers -2017_HIV_Clients testing positive for HIV (at PITC),Health Centers HIV_Clients testing positive for HIV (at PITC),Health Centers -2017_HIV_Clients testing positive for HIV (at VCT),Health Centers HIV_Clients testing positive for HIV (at VCT),Hospitals -2017_HIV_Clients receiving HIV test results (at PITC),Hospitals HIV_Clients receiving HIV test results (at PITC),Hospitals -2017_HIV_Clients receiving HIV test results (at VCT),Hospitals HIV_Clients receiving HIV test results (at VCT),Hospitals -2017_HIV_Clients testing positive for HIV (at PITC),Hospitals HIV_Clients testing positive for HIV (at PITC),Hospitals -2017_HIV_Clients testing positive for HIV (at VCT),Hospitals HIV_Clients testing positive for HIV (at VCT),Total_Tested_Clinics_PITC,Total_Positive_Clinics_PITC,Total_Tested_Clinics_VCT,Total_Positive_Clinics_VCT,Total_Tested_HealthCenters_PITC,Total_Positive_HealthCenters_PITC,Total_Tested_HealthCenters_VCT,Total_Positive_HealthCenters_VCT,Total_Tested_Hospitals_PITC,Total_Positive_Hospitals_PITC,Total_Tested_Hospitals_VCT,Total_Positive_Hospitals_VCT,AgeBand,Sex
201607,Megabit 2016,201607,NRzSCsDyyl5,"25 - 29 Years, Female",,1397.0,,191.0,,21.0,,3.0,,5592.0,,943.0,,50.0,,16.0,,999.0,,95.0,,6.0,,2.0,1397.0,21.0,191.0,3.0,5592.0,50.0,943.0,16.0,999.0,6.0,95.0,2.0,25 - 29 Years,Female
201607,Megabit 2016,201607,vCMUjVxyqbK,"30 - 34 Years, Male",,626.0,,27.0,,5.0,,0.0,,1477.0,,394.0,,15.0,,10.0,,422.0,,100.0,,4.0,,1.0,626.0,5.0,27.0,0.0,1477.0,15.0,394.0,10.0,422.0,4.0,100.0,1.0,30 - 34 Years,Male
201607,Megabit 2016,201607,pJFCb8ez29s,"30 - 34 Years, Female",,1132.0,,84.0,,41.0,,1.0,,3005.0,,611.0,,31.0,,15.0,,885.0,,69.0,,12.0,,3.0,1132.0,41.0,84.0,1.0,3005.0,31.0,611.0,15.0,885.0,12.0,69.0,3.0,30 - 34 Years,Female
201607,Megabit 2016,201607,YkNDBe7m9Ve,"35 - 39 Years, Male",,316.0,,29.0,,6.0,,1.0,,879.0,,333.0,,19.0,,10.0,,444.0,,93.0,,13.0,,3.0,316.0,6.0,29.0,1.0,879.0,19.0,333.0,10.0,444.0,13.0,93.0,3.0,35 - 39 Years,Male
201607,Megabit 2016,201607,sTJ5vGIWA37,"35 - 39 Years, Female",,411.0,,44.0,,41.0,,2.0,,1541.0,,417.0,,35.0,,8.0,,692.0,,80.0,,8.0,,2.0,411.0,41.0,44.0,2.0,1541.0,35.0,417.0,8.0,692.0,8.0,80.0,2.0,35 - 39 Years,Female
201607,Megabit 2016,201607,mJ0ja5Rb3ib,"40 - 44 Years, Male",,107.0,,15.0,,8.0,,1.0,,536.0,,200.0,,16.0,,7.0,,387.0,,69.0,,7.0,,1.0,107.0,8.0,15.0,1.0,536.0,16.0,200.0,7.0,387.0,7.0,69.0,1.0,40 - 44 Years,Male
201607,Megabit 2016,201607,vIKgGzXl5yi,"40 - 44 Years, Female",,85.0,,42.0,,15.0,,2.0,,642.0,,173.0,,15.0,,4.0,,405.0,,53.0,,9.0,,0.0,85.0,15.0,42.0,2.0,642.0,15.0,173.0,4.0,405.0,9.0,53.0,0.0,40 - 44 Years,Female
201607,Megabit 2016,201607,fBuEMandQJP,"45 - 49 Years, Male",,51.0,,5.0,,2.0,,0.0,,343.0,,113.0,,10.0,,4.0,,329.0,,55.0,,3.0,,2.0,51.0,2.0,5.0,0.0,343.0,10.0,113.0,4.0,329.0,3.0,55.0,2.0,45 - 49 Years,Male
201607,Megabit 2016,201607,mME1NZ4aadx,"45 - 49 Years, Female",,49.0,,7.0,,5.0,,0.0,,249.0,,99.0,,8.0,,9.0,,305.0,,38.0,,7.0,,3.0,49.0,5.0,7.0,0.0,249.0,8.0,99.0,9.0,305.0,7.0,38.0,3.0,45 - 49 Years,Female
201607,Megabit 2016,201607,q9CzvdiHRP1,">= 50 Years, Male",,57.0,,10.0,,5.0,,0.0,,458.0,,137.0,,8.0,,5.0,,647.0,,59.0,,13.0,,2.0,57.0,5.0,10.0,0.0,458.0,8.0,137.0,5.0,647.0,13.0,59.0,2.0,>= 50 Years,Male
201607,Megabit 2016,201607,yKiq8sstkJa,">= 50 Years, Female",,53.0,,6.0,,1.0,,0.0,,435.0,,76.0,,9.0,,8.0,,547.0,,43.0,,11.0,,2.0,53.0,1.0,6.0,0.0,435.0,9.0,76.0,8.0,547.0,11.0,43.0,2.0,>= 50 Years,Female
201608,Miazia 2016,201608,IYfh586DAFA,"< 1 year, Male",,0.0,,3.0,,0.0,,0.0,,39.0,,1.0,,0.0,,0.0,,73.0,,0.0,,1.0,,0.0,0.0,0.0,3.0,0.0,39.0,0.0,1.0,0.0,73.0,1.0,0.0,0.0,< 1 year,Male
201608,Miazia 2016,201608,tRt4Sr9Qj9I,"< 1 year, Female",,0.0,,6.0,,0.0,,0.0,,45.0,,0.0,,0.0,,0.0,,60.0,,0.0,,0.0,,0.0,0.0,0.0,6.0,0.0,45.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,< 1 year,Female
201608,Miazia 2016,201608,UGEwuGF2RfL,"1 - 4 years, Male",,6.0,,0.0,,0.0,,0.0,,277.0,,5.0,,5.0,,0.0,,194.0,,0.0,,0.0,,0.0,6.0,0.0,0.0,0.0,277.0,5.0,5.0,0.0,194.0,0.0,0.0,0.0,1 - 4 years,Male
201608,Miazia 2016,201608,R80Jy1ypqAY,"1 - 4 years, Female",,6.0,,0.0,,0.0,,0.0,,276.0,,2.0,,0.0,,0.0,,136.0,,0.0,,1.0,,0.0,6.0,0.0,0.0,0.0,276.0,0.0,2.0,0.0,136.0,1.0,0.0,0.0,1 - 4 years,Female
201608,Miazia 2016,201608,g2WiX9U4H02,"5 - 9 Years, Male",,5.0,,0.0,,0.0,,0.0,,147.0,,2.0,,1.0,,0.0,,101.0,,0.0,,0.0,,0.0,5.0,0.0,0.0,0.0,147.0,1.0,2.0,0.0,101.0,0.0,0.0,0.0,5 - 9 Years,Male
201608,Miazia 2016,201608,FeueCJ3KUOh,"5 - 9 Years, Female",,17.0,,1.0,,0.0,,0.0,,170.0,,7.0,,0.0,,0.0,,119.0,,0.0,,0.0,,0.0,17.0,0.0,1.0,0.0,170.0,0.0,7.0,0.0,119.0,0.0,0.0,0.0,5 - 9 Years,Female
201608,Miazia 2016,201608,vqlhWQPc4nt,"10 - 14 Years, Male",,19.0,,1.0,,0.0,,0.0,,131.0,,3.0,,0.0,,0.0,,92.0,,0.0,,1.0,,0.0,19.0,0.0,1.0,0.0,131.0,0.0,3.0,0.0,92.0,1.0,0.0,0.0,10 - 14 Years,Male
201608,Miazia 2016,201608,SkHWzardzLL,"10 - 14 Years, Female",,9.0,,0.0,,0.0,,0.0,,157.0,,4.0,,0.0,,0.0,,118.0,,0.0,,1.0,,0.0,9.0,0.0,0.0,0.0,157.0,0.0,4.0,0.0,118.0,1.0,0.0,0.0,10 - 14 Years,Female
201608,Miazia 2016,201608,lljeeINWgOd,"15 - 19 Years, Male",,19.0,,4.0,,0.0,,0.0,,279.0,,45.0,,1.0,,1.0,,148.0,,9.0,,1.0,,0.0,19.0,0.0,4.0,0.0,279.0,1.0,45.0,1.0,148.0,1.0,9.0,0.0,15 - 19 Years,Male
201608,Miazia 2016,201608,DGZMpG1tF7I,"15 - 19 Years, Female",,192.0,,15.0,,0.0,,0.0,,1087.0,,225.0,,5.0,,3.0,,238.0,,11.0,,1.0,,0.0,192.0,0.0,15.0,0.0,1087.0,5.0,225.0,3.0,238.0,1.0,11.0,0.0,15 - 19 Years,Female
201608,Miazia 2016,201608,ymAkJ8erWSa,"20 - 24 Years, Male",,111.0,,13.0,,6.0,,0.0,,1025.0,,296.0,,6.0,,8.0,,268.0,,43.0,,6.0,,0.0,111.0,6.0,13.0,0.0,1025.0,6.0,296.0,8.0,268.0,6.0,43.0,0.0,20 - 24 Years,Male
201608,Miazia 2016,201608,pY8OshhqVQP,"20 - 24 Years, Female",,889.0,,106.0,,11.0,,4.0,,4596.0,,677.0,,37.0,,16.0,,661.0,,69.0,,7.0,,3.0,889.0,11.0,106.0,4.0,4596.0,37.0,677.0,16.0,661.0,7.0,69.0,3.0,20 - 24 Years,Female
201608,Miazia 2016,201608,E2hgsMdJRVR,"25 - 29 Years, Male",,442.0,,24.0,,8.0,,0.0,,1443.0,,504.0,,11.0,,5.0,,392.0,,87.0,,3.0,,0.0,442.0,8.0,24.0,0.0,1443.0,11.0,504.0,5.0,392.0,3.0,87.0,0.0,25 - 29 Years,Male
201608,Miazia 2016,201608,NRzSCsDyyl5,"25 - 29 Years, Female",,1435.0,,174.0,,21.0,,2.0,,5010.0,,768.0,,36.0,,10.0,,1007.0,,93.0,,13.0,,1.0,1435.0,21.0,174.0,2.0,5010.0,36.0,768.0,10.0,1007.0,13.0,93.0,1.0,25 - 29 Years,Female
201608,Miazia 2016,201608,vCMUjVxyqbK,"30 - 34 Years, Male",,532.0,,16.0,,4.0,,1.0,,1122.0,,361.0,,16.0,,4.0,,408.0,,102.0,,4.0,,1.0,532.0,4.0,16.0,1.0,1122.0,16.0,361.0,4.0,408.0,4.0,102.0,1.0,30 - 34 Years,Male
201608,Miazia 2016,201608,pJFCb8ez29s,"30 - 34 Years, Female",,802.0,,110.0,,47.0,,3.0,,2569.0,,429.0,,23.0,,11.0,,679.0,,82.0,,11.0,,0.0,802.0,47.0,110.0,3.0,2569.0,23.0,429.0,11.0,679.0,11.0,82.0,0.0,30 - 34 Years,Female
201608,Miazia 2016,201608,YkNDBe7m9Ve,"35 - 39 Years, Male",,271.0,,21.0,,2.0,,0.0,,854.0,,293.0,,21.0,,5.0,,383.0,,90.0,,7.0,,1.0,271.0,2.0,21.0,0.0,854.0,21.0,293.0,5.0,383.0,7.0,90.0,1.0,35 - 39 Years,Male
201608,Miazia 2016,201608,sTJ5vGIWA37,"35 - 39 Years, Female",,336.0,,46.0,,24.0,,2.0,,1424.0,,355.0,,28.0,,10.0,,621.0,,79.0,,18.0,,0.0,336.0,24.0,46.0,2.0,1424.0,28.0,355.0,10.0,621.0,18.0,79.0,0.0,35 - 39 Years,Female
201608,Miazia 2016,201608,mJ0ja5Rb3ib,"40 - 44 Years, Male",,88.0,,15.0,,4.0,,0.0,,452.0,,172.0,,8.0,,10.0,,341.0,,81.0,,2.0,,2.0,88.0,4.0,15.0,0.0,452.0,8.0,172.0,10.0,341.0,2.0,81.0,2.0,40 - 44 Years,Male
201608,Miazia 2016,201608,vIKgGzXl5yi,"40 - 44 Years, Female",,87.0,,36.0,,2.0,,1.0,,535.0,,153.0,,17.0,,10.0,,419.0,,56.0,,15.0,,1.0,87.0,2.0,36.0,1.0,535.0,17.0,153.0,10.0,419.0,15.0,56.0,1.0,40 - 44 Years,Female
201608,Miazia 2016,201608,fBuEMandQJP,"45 - 49 Years, Male",,49.0,,4.0,,2.0,,0.0,,280.0,,104.0,,9.0,,4.0,,326.0,,60.0,,9.0,,1.0,49.0,2.0,4.0,0.0,280.0,9.0,104.0,4.0,326.0,9.0,60.0,1.0,45 - 49 Years,Male
201608,Miazia 2016,201608,mME1NZ4aadx,"45 - 49 Years, Female",,39.0,,4.0,,4.0,,0.0,,260.0,,76.0,,10.0,,3.0,,303.0,,34.0,,6.0,,2.0,39.0,4.0,4.0,0.0,260.0,10.0,76.0,3.0,303.0,6.0,34.0,2.0,45 - 49 Years,Female
201608,Miazia 2016,201608,q9CzvdiHRP1,">= 50 Years, Male",,57.0,,10.0,,1.0,,1.0,,515.0,,141.0,,10.0,,7.0,,541.0,,66.0,,11.0,,1.0,57.0,1.0,10.0,1.0,515.0,10.0,141.0,7.0,541.0,11.0,66.0,1.0,>= 50 Years,Male
201608,Miazia 2016,201608,yKiq8sstkJa,">= 50 Years, Female",,51.0,,9.0,,2.0,,0.0,,400.0,,71.0,,13.0,,10.0,,501.0,,41.0,,10.0,,1.0,51.0,2.0,9.0,0.0,400.0,13.0,71.0,10.0,501.0,10.0,41.0,1.0,>= 50 Years,Female
201609,Ginbot 2016,201609,IYfh586DAFA,"< 1 year, Male",,0.0,,2.0,,0.0,,0.0,,62.0,,1.0,,0.0,,0.0,,54.0,,0.0,,1.0,,0.0,0.0,0.0,2.0,0.0,62.0,0.0,1.0,0.0,54.0,1.0,0.0,0.0,< 1 year,Male
201609,Ginbot 2016,201609,tRt4Sr9Qj9I,"< 1 year, Female",,1.0,,4.0,,0.0,,0.0,,53.0,,1.0,,1.0,,0.0,,61.0,,0.0,,1.0,,0.0,1.0,0.0,4.0,0.0,53.0,1.0,1.0,0.0,61.0,1.0,0.0,0.0,< 1 year,Female
201609,Ginbot 2016,201609,UGEwuGF2RfL,"1 - 4 years, Male",,5.0,,0.0,,0.0,,0.0,,211.0,,3.0,,1.0,,0.0,,154.0,,0.0,,0.0,,1.0,5.0,0.0,0.0,0.0,211.0,1.0,3.0,0.0,154.0,0.0,0.0,1.0,1 - 4 years,Male
201609,Ginbot 2016,201609,R80Jy1ypqAY,"1 - 4 years, Female",,7.0,,0.0,,0.0,,0.0,,232.0,,6.0,,0.0,,0.0,,158.0,,0.0,,0.0,,0.0,7.0,0.0,0.0,0.0,232.0,0.0,6.0,0.0,158.0,0.0,0.0,0.0,1 - 4 years,Female
201609,Ginbot 2016,201609,g2WiX9U4H02,"5 - 9 Years, Male",,2.0,,1.0,,0.0,,0.0,,171.0,,7.0,,2.0,,0.0,,122.0,,1.0,,1.0,,0.0,2.0,0.0,1.0,0.0,171.0,2.0,7.0,0.0,122.0,1.0,1.0,0.0,5 - 9 Years,Male
201609,Ginbot 2016,201609,FeueCJ3KUOh,"5 - 9 Years, Female",,10.0,,1.0,,0.0,,0.0,,157.0,,2.0,,1.0,,0.0,,112.0,,0.0,,0.0,,0.0,10.0,0.0,1.0,0.0,157.0,1.0,2.0,0.0,112.0,0.0,0.0,0.0,5 - 9 Years,Female
201609,Ginbot 2016,201609,vqlhWQPc4nt,"10 - 14 Years, Male",,5.0,,0.0,,0.0,,0.0,,144.0,,6.0,,2.0,,0.0,,111.0,,0.0,,1.0,,0.0,5.0,0.0,0.0,0.0,144.0,2.0,6.0,0.0,111.0,1.0,0.0,0.0,10 - 14 Years,Male
201609,Ginbot 2016,201609,SkHWzardzLL,"10 - 14 Years, Female",,15.0,,2.0,,0.0,,0.0,,158.0,,8.0,,0.0,,1.0,,104.0,,0.0,,1.0,,0.0,15.0,0.0,2.0,0.0,158.0,0.0,8.0,1.0,104.0,1.0,0.0,0.0,10 - 14 Years,Female
201609,Ginbot 2016,201609,lljeeINWgOd,"15 - 19 Years, Male",,13.0,,2.0,,0.0,,0.0,,337.0,,52.0,,2.0,,0.0,,146.0,,11.0,,3.0,,0.0,13.0,0.0,2.0,0.0,337.0,2.0,52.0,0.0,146.0,3.0,11.0,0.0,15 - 19 Years,Male
201609,Ginbot 2016,201609,DGZMpG1tF7I,"15 - 19 Years, Female",,112.0,,24.0,,0.0,,0.0,,1071.0,,226.0,,8.0,,4.0,,279.0,,11.0,,2.0,,0.0,112.0,0.0,24.0,0.0,1071.0,8.0,226.0,4.0,279.0,2.0,11.0,0.0,15 - 19 Years,Female
201609,Ginbot 2016,201609,ymAkJ8erWSa,"20 - 24 Years, Male",,121.0,,15.0,,8.0,,1.0,,1196.0,,344.0,,5.0,,3.0,,312.0,,68.0,,1.0,,1.0,121.0,8.0,15.0,1.0,1196.0,5.0,344.0,3.0,312.0,1.0,68.0,1.0,20 - 24 Years,Male
201609,Ginbot 2016,201609,pY8OshhqVQP,"20 - 24 Years, Female",,603.0,,128.0,,14.0,,0.0,,4337.0,,743.0,,35.0,,11.0,,584.0,,55.0,,4.0,,0.0,603.0,14.0,128.0,0.0,4337.0,35.0,743.0,11.0,584.0,4.0,55.0,0.0,20 - 24 Years,Female
201609,Ginbot 2016,201609,E2hgsMdJRVR,"25 - 29 Years, Male",,412.0,,35.0,,6.0,,0.0,,1580.0,,619.0,,10.0,,3.0,,430.0,,73.0,,5.0,,1.0,412.0,6.0,35.0,0.0,1580.0,10.0,619.0,3.0,430.0,5.0,73.0,1.0,25 - 29 Years,Male
201609,Ginbot 2016,201609,NRzSCsDyyl5,"25 - 29 Years, Female",,1071.0,,183.0,,28.0,,3.0,,4900.0,,856.0,,32.0,,18.0,,927.0,,83.0,,8.0,,0.0,1071.0,28.0,183.0,3.0,4900.0,32.0,856.0,18.0,927.0,8.0,83.0,0.0,25 - 29 Years,Female
201609,Ginbot 2016,201609,vCMUjVxyqbK,"30 - 34 Years, Male",,499.0,,21.0,,6.0,,0.0,,1274.0,,429.0,,16.0,,8.0,,437.0,,116.0,,5.0,,2.0,499.0,6.0,21.0,0.0,1274.0,16.0,429.0,8.0,437.0,5.0,116.0,2.0,30 - 34 Years,Male
201609,Ginbot 2016,201609,pJFCb8ez29s,"30 - 34 Years, Female",,768.0,,114.0,,27.0,,1.0,,2494.0,,397.0,,24.0,,10.0,,683.0,,84.0,,5.0,,1.0,768.0,27.0,114.0,1.0,2494.0,24.0,397.0,10.0,683.0,5.0,84.0,1.0,30 - 34 Years,Female
201609,Ginbot 2016,201609,YkNDBe7m9Ve,"35 - 39 Years, Male",,250.0,,18.0,,10.0,,0.0,,878.0,,302.0,,14.0,,2.0,,373.0,,95.0,,6.0,,1.0,250.0,10.0,18.0,0.0,878.0,14.0,302.0,2.0,373.0,6.0,95.0,1.0,35 - 39 Years,Male
201609,Ginbot 2016,201609,sTJ5vGIWA37,"35 - 39 Years, Female",,322.0,,50.0,,25.0,,2.0,,1419.0,,337.0,,20.0,,11.0,,562.0,,78.0,,10.0,,2.0,322.0,25.0,50.0,2.0,1419.0,20.0,337.0,11.0,562.0,10.0,78.0,2.0,35 - 39 Years,Female
201609,Ginbot 2016,201609,mJ0ja5Rb3ib,"40 - 44 Years, Male",,102.0,,14.0,,7.0,,0.0,,461.0,,192.0,,7.0,,9.0,,393.0,,90.0,,5.0,,2.0,102.0,7.0,14.0,0.0,461.0,7.0,192.0,9.0,393.0,5.0,90.0,2.0,40 - 44 Years,Male
201609,Ginbot 2016,201609,vIKgGzXl5yi,"40 - 44 Years, Female",,67.0,,13.0,,6.0,,1.0,,478.0,,135.0,,10.0,,5.0,,423.0,,44.0,,6.0,,0.0,67.0,6.0,13.0,1.0,478.0,10.0,135.0,5.0,423.0,6.0,44.0,0.0,40 - 44 Years,Female
201609,Ginbot 2016,201609,fBuEMandQJP,"45 - 49 Years, Male",,29.0,,8.0,,2.0,,0.0,,356.0,,138.0,,3.0,,3.0,,361.0,,67.0,,8.0,,0.0,29.0,2.0,8.0,0.0,356.0,3.0,138.0,3.0,361.0,8.0,67.0,0.0,45 - 49 Years,Male
201609,Ginbot 2016,201609,mME1NZ4aadx,"45 - 49 Years, Female",,28.0,,4.0,,2.0,,0.0,,262.0,,88.0,,5.0,,5.0,,360.0,,35.0,,6.0,,0.0,28.0,2.0,4.0,0.0,262.0,5.0,88.0,5.0,360.0,6.0,35.0,0.0,45 - 49 Years,Female
201609,Ginbot 2016,201609,q9CzvdiHRP1,">= 50 Years, Male",,51.0,,13.0,,2.0,,0.0,,400.0,,157.0,,9.0,,2.0,,626.0,,48.0,,9.0,,3.0,51.0,2.0,13.0,0.0,400.0,9.0,157.0,2.0,626.0,9.0,48.0,3.0,>= 50 Years,Male
201609,Ginbot 2016,201609,yKiq8sstkJa,">= 50 Years, Female",,54.0,,12.0,,0.0,,0.0,,354.0,,89.0,,10.0,,3.0,,652.0,,41.0,,11.0,,3.0,54.0,0.0,12.0,0.0,354.0,10.0,89.0,3.0,652.0,11.0,41.0,3.0,>= 50 Years,Female
201610,Sene 2016,201610,IYfh586DAFA,"< 1 year, Male",,1.0,,2.0,,0.0,,0.0,,38.0,,0.0,,0.0,,0.0,,79.0,,0.0,,0.0,,0.0,1.0,0.0,2.0,0.0,38.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,< 1 year,Male
201610,Sene 2016,201610,tRt4Sr9Qj9I,"< 1 year, Female",,0.0,,4.0,,0.0,,0.0,,45.0,,1.0,,0.0,,0.0,,55.0,,0.0,,1.0,,0.0,0.0,0.0,4.0,0.0,45.0,0.0,1.0,0.0,55.0,1.0,0.0,0.0,< 1 year,Female
201610,Sene 2016,201610,UGEwuGF2RfL,"1 - 4 years, Male",,1.0,,1.0,,0.0,,0.0,,272.0,,6.0,,1.0,,0.0,,131.0,,0.0,,2.0,,0.0,1.0,0.0,1.0,0.0,272.0,1.0,6.0,0.0,131.0,2.0,0.0,0.0,1 - 4 years,Male
201610,Sene 2016,201610,R80Jy1ypqAY,"1 - 4 years, Female",,3.0,,1.0,,0.0,,0.0,,266.0,,4.0,,0.0,,0.0,,124.0,,1.0,,0.0,,1.0,3.0,0.0,1.0,0.0,266.0,0.0,4.0,0.0,124.0,0.0,1.0,1.0,1 - 4 years,Female
201610,Sene 2016,201610,g2WiX9U4H02,"5 - 9 Years, Male",,2.0,,1.0,,0.0,,0.0,,195.0,,6.0,,3.0,,0.0,,83.0,,0.0,,0.0,,0.0,2.0,0.0,1.0,0.0,195.0,3.0,6.0,0.0,83.0,0.0,0.0,0.0,5 - 9 Years,Male
201610,Sene 2016,201610,FeueCJ3KUOh,"5 - 9 Years, Female",,7.0,,0.0,,0.0,,0.0,,203.0,,8.0,,0.0,,0.0,,82.0,,0.0,,0.0,,0.0,7.0,0.0,0.0,0.0,203.0,0.0,8.0,0.0,82.0,0.0,0.0,0.0,5 - 9 Years,Female
201610,Sene 2016,201610,vqlhWQPc4nt,"10 - 14 Years, Male",,7.0,,2.0,,0.0,,0.0,,108.0,,3.0,,1.0,,0.0,,85.0,,0.0,,2.0,,0.0,7.0,0.0,2.0,0.0,108.0,1.0,3.0,0.0,85.0,2.0,0.0,0.0,10 - 14 Years,Male
201610,Sene 2016,201610,SkHWzardzLL,"10 - 14 Years, Female",,6.0,,0.0,,0.0,,0.0,,176.0,,5.0,,1.0,,1.0,,79.0,,0.0,,0.0,,0.0,6.0,0.0,0.0,0.0,176.0,1.0,5.0,1.0,79.0,0.0,0.0,0.0,10 - 14 Years,Female
201610,Sene 2016,201610,lljeeINWgOd,"15 - 19 Years, Male",,18.0,,2.0,,0.0,,0.0,,278.0,,52.0,,3.0,,1.0,,90.0,,11.0,,1.0,,0.0,18.0,0.0,2.0,0.0,278.0,3.0,52.0,1.0,90.0,1.0,11.0,0.0,15 - 19 Years,Male
201610,Sene 2016,201610,DGZMpG1tF7I,"15 - 19 Years, Female",,202.0,,32.0,,0.0,,0.0,,1119.0,,242.0,,4.0,,6.0,,225.0,,22.0,,1.0,,1.0,202.0,0.0,32.0,0.0,1119.0,4.0,242.0,6.0,225.0,1.0,22.0,1.0,15 - 19 Years,Female
201610,Sene 2016,201610,ymAkJ8erWSa,"20 - 24 Years, Male",,113.0,,8.0,,13.0,,0.0,,1013.0,,319.0,,13.0,,4.0,,220.0,,27.0,,3.0,,2.0,113.0,13.0,8.0,0.0,1013.0,13.0,319.0,4.0,220.0,3.0,27.0,2.0,20 - 24 Years,Male
201610,Sene 2016,201610,pY8OshhqVQP,"20 - 24 Years, Female",,966.0,,163.0,,22.0,,1.0,,5408.0,,702.0,,30.0,,9.0,,513.0,,60.0,,2.0,,3.0,966.0,22.0,163.0,1.0,5408.0,30.0,702.0,9.0,513.0,2.0,60.0,3.0,20 - 24 Years,Female
201610,Sene 2016,201610,E2hgsMdJRVR,"25 - 29 Years, Male",,479.0,,26.0,,10.0,,0.0,,1357.0,,606.0,,16.0,,6.0,,305.0,,63.0,,9.0,,1.0,479.0,10.0,26.0,0.0,1357.0,16.0,606.0,6.0,305.0,9.0,63.0,1.0,25 - 29 Years,Male
201610,Sene 2016,201610,NRzSCsDyyl5,"25 - 29 Years, Female",,1459.0,,215.0,,27.0,,3.0,,5502.0,,769.0,,29.0,,22.0,,829.0,,72.0,,5.0,,2.0,1459.0,27.0,215.0,3.0,5502.0,29.0,769.0,22.0,829.0,5.0,72.0,2.0,25 - 29 Years,Female
201610,Sene 2016,201610,vCMUjVxyqbK,"30 - 34 Years, Male",,521.0,,19.0,,4.0,,0.0,,1230.0,,462.0,,12.0,,6.0,,377.0,,73.0,,5.0,,1.0,521.0,4.0,19.0,0.0,1230.0,12.0,462.0,6.0,377.0,5.0,73.0,1.0,30 - 34 Years,Male
201610,Sene 2016,201610,pJFCb8ez29s,"30 - 34 Years, Female",,909.0,,106.0,,38.0,,3.0,,3032.0,,391.0,,17.0,,11.0,,742.0,,65.0,,7.0,,2.0,909.0,38.0,106.0,3.0,3032.0,17.0,391.0,11.0,742.0,7.0,65.0,2.0,30 - 34 Years,Female
201610,Sene 2016,201610,YkNDBe7m9Ve,"35 - 39 Years, Male",,295.0,,18.0,,9.0,,0.0,,873.0,,363.0,,15.0,,4.0,,403.0,,66.0,,7.0,,0.0,295.0,9.0,18.0,0.0,873.0,15.0,363.0,4.0,403.0,7.0,66.0,0.0,35 - 39 Years,Male
201610,Sene 2016,201610,sTJ5vGIWA37,"35 - 39 Years, Female",,513.0,,30.0,,31.0,,1.0,,1476.0,,316.0,,16.0,,11.0,,575.0,,77.0,,12.0,,2.0,513.0,31.0,30.0,1.0,1476.0,16.0,316.0,11.0,575.0,12.0,77.0,2.0,35 - 39 Years,Female
201610,Sene 2016,201610,mJ0ja5Rb3ib,"40 - 44 Years, Male",,124.0,,11.0,,2.0,,0.0,,467.0,,237.0,,6.0,,7.0,,372.0,,64.0,,7.0,,2.0,124.0,2.0,11.0,0.0,467.0,6.0,237.0,7.0,372.0,7.0,64.0,2.0,40 - 44 Years,Male
201610,Sene 2016,201610,vIKgGzXl5yi,"40 - 44 Years, Female",,106.0,,4.0,,9.0,,1.0,,435.0,,130.0,,8.0,,7.0,,390.0,,42.0,,8.0,,4.0,106.0,9.0,4.0,1.0,435.0,8.0,130.0,7.0,390.0,8.0,42.0,4.0,40 - 44 Years,Female
201610,Sene 2016,201610,fBuEMandQJP,"45 - 49 Years, Male",,42.0,,2.0,,0.0,,0.0,,292.0,,133.0,,8.0,,4.0,,280.0,,48.0,,8.0,,0.0,42.0,0.0,2.0,0.0,292.0,8.0,133.0,4.0,280.0,8.0,48.0,0.0,45 - 49 Years,Male
201610,Sene 2016,201610,mME1NZ4aadx,"45 - 49 Years, Female",,40.0,,5.0,,4.0,,1.0,,228.0,,52.0,,7.0,,3.0,,295.0,,39.0,,4.0,,1.0,40.0,4.0,5.0,1.0,228.0,7.0,52.0,3.0,295.0,4.0,39.0,1.0,45 - 49 Years,Female
201610,Sene 2016,201610,q9CzvdiHRP1,">= 50 Years, Male",,55.0,,9.0,,1.0,,0.0,,388.0,,150.0,,7.0,,7.0,,512.0,,44.0,,8.0,,2.0,55.0,1.0,9.0,0.0,388.0,7.0,150.0,7.0,512.0,8.0,44.0,2.0,>= 50 Years,Male
